rvvCode; blackCode; zoneCode; textSigns;;;naam;blackCode;Zonebord;Soort onderbord;atrtribuutnaam 1;Waarde 1;atrtribuutnaam 2;Waarde 2;atrtribuutnaam 3;Waarde 3;atrtribuutnaam 4;Waarde 4;atrtribuutnaam 5;Waarde 5;atrtribuutnaam 6;Waarde 6;atrtribuutnaam 7;Waarde 7
B6;;;NA 100m;;;B6;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B5;;;Na 100m Pestakozzi huis watersnoodwoning Heemkundige kring;;;B5;;;Lengte na;Werkingslengte na;100;;;;;;;;;;;;
B5;;;Na 100m Pestakozzi huis watersnoodwoning Heemkundige kring;;;B5;;;Vrije tekst;Omschrijving;Pestakozzi huis watersnoodwoning Heemkundige kring;;;;;;;;;;;;
B6;;;"na 100m;na 100m";;;B6;;;Vrije tekst;Omschrijving;"na 100m;na 100m";;;;;;;;;;;;
B6;;;NA 120 M;;;B6;;;Lengte na;Werkingslengte na;NA 120 M;;;;;;;;;;;;
B7;;;na 120 m;;;B7;;;Lengte na;Werkingslengte na;na 120 m;;;;;;;;;;;;
B7;;;na 15 m.;;;B7;;;Lengte na;Werkingslengte na;na 15 m.;;;;;;;;;;;;
B2;;;Na 150 m;;;B2;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B2;;;na 150 m;;;B2;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;Na 150 m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;na 150 m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;NA 150 m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;NA 150 M;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;na 150 M;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;"na 150 m;Stop";;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;"na 150 m;Stop";;;B6;;;vrije tekst;omschrijving;STOP;;;;;;;;;;;;
B6;;;Na 150 meter;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;na 150 mtr;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;na 150 mtr.;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B2;;;na 150m;;;B2;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;na 150m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;NA 150m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;na 160 m;;;B6;;;Na lengte;Werkingslengte na;160;;;;;;;;;;;;
B6;;;na 20 m;;;B6;;;;;na 20 m;;;;;;;;;;;;
B6;;;na 20 m fietsers oversteken;;;B6;;;;;na 20 m fietsers oversteken;;;;;;;;;;;;
B6;;;na 20 mtr.;;;B6;;;;;na 20 mtr.;;;;;;;;;;;;
B2;;;NA 200 M;;;B2;;;;;NA 200 M;;;;;;;;;;;;
B2;;;NA 200 m;;;B2;;;;;NA 200 m;;;;;;;;;;;;
B6;;;na 200 m;;;B6;;;;;na 200 m;;;;;;;;;;;;
B6;;;Na 200 m;;;B6;;;;;Na 200 m;;;;;;;;;;;;
B6;;;na 200 m.;;;B6;;;;;na 200 m.;;;;;;;;;;;;
B6;;;na 200 mtr;;;B6;;;;;na 200 mtr;;;;;;;;;;;;
B6;;;NA 200m;;;B6;;;;;NA 200m;;;;;;;;;;;;
B6;;;na 200m;;;B6;;;;;na 200m;;;;;;;;;;;;
B6;;;Na 200m;;;B6;;;;;Na 200m;;;;;;;;;;;;
B2;;;NA 25 m;;;B2;;;;;NA 25 m;;;;;;;;;;;;
B6;;;na 25 m;;;B6;;;;;na 25 m;;;;;;;;;;;;
B7;;;na 25 m;;;B7;;;;;na 25 m;;;;;;;;;;;;
B6;;;Na 25 meter;;;B6;;;;;Na 25 meter;;;;;;;;;;;;
B2;;;na 250 m;;;B2;;;;;na 250 m;;;;;;;;;;;;
B6;;;na 250 m;;;B6;;;;;na 250 m;;;;;;;;;;;;
B6;;;na 25m;;;B6;;;;;na 25m;;;;;;;;;;;;
B2;;;na 30 m;;;B2;;;;;na 30 m;;;;;;;;;;;;
B6;;;na 30 m;;;B6;;;;;na 30 m;;;;;;;;;;;;
B6;;;NA 30 MTR;;;B6;;;;;NA 30 MTR;;;;;;;;;;;;
B2;;;na 300 m;;;B2;;;;;na 300 m;;;;;;;;;;;;
B6;;;na 300 m;;;B6;;;;;na 300 m;;;;;;;;;;;;
B6;;;na 30m;;;B6;;;;;na 30m;;;;;;;;;;;;
B6;;;na 35 m;;;B6;;;;;na 35 m;;;;;;;;;;;;
B5;;;na 40 m;;;B5;;;;;na 40 m;;;;;;;;;;;;
B6;;;na 40 m;;;B6;;;;;na 40 m;;;;;;;;;;;;
B7;;;na 45 m;;;B7;;;;;na 45 m;;;;;;;;;;;;
B2;;;NA 50 M;;;B2;;;;;NA 50 M;;;;;;;;;;;;
B2;;;na 50 m;;;B2;;;;;na 50 m;;;;;;;;;;;;
B6;;;Na 50 m;;;B6;;;;;Na 50 m;;;;;;;;;;;;
B6;;;Na 50 M;;;B6;;;;;Na 50 M;;;;;;;;;;;;
B6;;;na 50 m;;;B6;;;;;na 50 m;;;;;;;;;;;;
B7;;;na 50 m;;;B7;;;;;na 50 m;;;;;;;;;;;;
B7;;;na 50 m.;;;B7;;;;;na 50 m.;;;;;;;;;;;;
B2;;;NA 50 METER;;;B2;;;;;NA 50 METER;;;;;;;;;;;;
B6;;;Na 50 Meter;;;B6;;;;;Na 50 Meter;;;;;;;;;;;;
B2;;;na 50 mtr.;;;B2;;;;;na 50 mtr.;;;;;;;;;;;;
B6;;;na 50 mtr.;;;B6;;;;;na 50 mtr.;;;;;;;;;;;;
B4;;;na 50m;;;B4;;;;;na 50m;;;;;;;;;;;;
B6;;;na 50m;;;B6;;;;;na 50m;;;;;;;;;;;;
B6;;;"na 55 m;";;;B6;;;;;"na 55 m;";;;;;;;;;;;;
B3;;;na 60 m;;;B3;;;;;na 60 m;;;;;;;;;;;;
B5;;;na 60 m;;;B5;;;;;na 60 m;;;;;;;;;;;;
B2;;;na 60 m.;;;B2;;;;;na 60 m.;;;;;;;;;;;;
B6;;;na 70 m;;;B6;;;;;na 70 m;;;;;;;;;;;;
B6;;;na 75 m;;;B6;;;;;na 75 m;;;;;;;;;;;;
B6;;;na 75 m.;;;B6;;;;;na 75 m.;;;;;;;;;;;;
B2;;;na 75 meter;;;B2;;;;;na 75 meter;;;;;;;;;;;;
B6;;;na 80 m;;;B6;;;;;na 80 m;;;;;;;;;;;;
B6;;;Na 80 m;;;B6;;;;;Na 80 m;;;;;;;;;;;;
B6;;;na100 m;;;B6;;;Na lengte;Werkingslengte na;100;;;;;;;;;;;;
B6;;;na100 m.;;;B6;;;Na lengte;Werkingslengte na;100;;;;;;;;;;;;
B6;;;na100m;;;B6;;;Na lengte;Werkingslengte na;100;;;;;;;;;;;;
B6;;;NA100m;;;B6;;;Na lengte;Werkingslengte na;100;;;;;;;;;;;;
B6;;;na150 m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;na50m;;;B6;;;;;na50m;;;;;;;;;;;;
B1;;;Naar aanleiding van de oproep om (on)nodige verkeerslichten te melden;staat dit verkeerslicht uit. Laat weten hoe je deze proef ervaart via www. utrecht nl/verkeerslichten;;B1;;;;;Naar aanleiding van de oproep om (on)nodige verkeerslichten te melden;;;;;;;;;;;;
B1;;;Navigatie UIT;;;B1;;;;;Navigatie UIT;;;;;;;;;;;;
B4;;;Nijenburg;;;B4;;;;;Nijenburg;;;;;;;;;;;;
B4;;;Nog even doorzetten;je bent er bijna!;;B4;;;;;Nog even doorzetten;;;;;;;;;;;;
B6;;;NS STATION BOOT;;;B6;;;;;NS STATION BOOT;;;;;;;;;;;;
B6;;;OB02 + OB503;;;B6;;;;;OB02 + OB503;;;;;;;;;;;;
B6;;;OB04+OB503;;;B6;;;;;OB04+OB503;;;;;;;;;;;;
B6;;;OB5030B02;;;B6;;;;;OB5030B02;;;;;;;;;;;;
B6;;;OB503OB04;;;B6;;;;;OB503OB04;;;;;;;;;;;;
B5;;;OBERGUM;;;B5;;;;;OBERGUM;;;;;;;;;;;;
B6;;;Ommen Hellendoorn Archem Route Na 600m links;;;B6;;;;;Ommen Hellendoorn Archem Route Na 600m links;;;;;;;;;;;;
B6;;;Onleeesbaar;;;B6;;;;;Onleeesbaar;;;;;;;;;;;;
B1;;;onleesbaar;;;B1;;;;;onleesbaar;;;;;;;;;;;;
B2;;;onleesbaar;;;B2;;;;;onleesbaar;;;;;;;;;;;;
B3;;;onleesbaar;;;B3;;;;;onleesbaar;;;;;;;;;;;;
B5;;;onleesbaar;;;B5;;;;;onleesbaar;;;;;;;;;;;;
B6;;;onleesbaar;;;B6;;;;;onleesbaar;;;;;;;;;;;;
B7;;;onleesbaar;;;B7;;;;;onleesbaar;;;;;;;;;;;;
B7;;;Onleesbaar;;;B7;;;;;Onleesbaar;;;;;;;;;;;;
B6;;;"onleesbaar;onleesbaar";;;B6;;;;;"onleesbaar;onleesbaar";;;;;;;;;;;;
B2;;;"onleesbaar;voetgangers Zijlsingel oversteken";;;B2;;;;;"onleesbaar;voetgangers Zijlsingel oversteken";;;;;;;;;;;;
B6;;;ontheffinghouders toegestaan geen taxi's;;;B6;;;;;ontheffinghouders toegestaan geen taxi's;;;;;;;;;;;;
B1;;;ontsteek uw lichten;;;B1;;;;;ontsteek uw lichten;;;;;;;;;;;;
B6;;;ook fietsers hebben voorrang;;;B6;;;;;ook fietsers hebben voorrang;;;;;;;;;;;;
B3;;;Op rijden tot Stopstreep;;;B3;;;;;Op rijden tot Stopstreep;;;;;;;;;;;;
B7;;;"Openingstijden: Ma t/ m Za 08:00 tot 21:00u Zo 10:00 tot 18:00u;LET OP!Poort sluit na elk voertuig";;;B7;;;Vrije tekst;Omschrijving;"Openingstijden: Ma t/ m Za 08:00 tot 21:00u Zo 10:00 tot 18:00u;LET OP!Poort sluit na elk voertuig";;;;;;;;;;;;
B6;;;OPRIJDEN TOT AAN STOPSTREEP;;;B6;;;;;OPRIJDEN TOT AAN STOPSTREEP;;;;;;;;;;;;
B6;;;oprijden tot de stopstreep;;;B6;;;;;oprijden tot de stopstreep;;;;;;;;;;;;
B6;;;oprijden tot de stopstreep !;;;B6;;;;;oprijden tot de stopstreep !;;;;;;;;;;;;
B6;;;oprijden tot op de stopstreep;;;B6;;;;;oprijden tot op de stopstreep;;;;;;;;;;;;
B6;;;oprijden tot stopstreep;;;B6;;;;;oprijden tot stopstreep;;;;;;;;;;;;
B6;;;OPRIJDEN TOT STOPSTREEP;;;B6;;;;;OPRIJDEN TOT STOPSTREEP;;;;;;;;;;;;
B6;;;Oprijden tot stopstreep;;;B6;;;;;Oprijden tot stopstreep;;;;;;;;;;;;
B7;;;oprijden tot stopstreep;;;B7;;;;;oprijden tot stopstreep;;;;;;;;;;;;
B1;;;Oude Ijsselstreek;;;B1;;;;;Oude Ijsselstreek;;;;;;;;;;;;
B4;;;oudheidskamer vreeswijk;;;B4;;;;;oudheidskamer vreeswijk;;;;;;;;;;;;
B6;;;OUTLET;;;B6;;;;;OUTLET;;;;;;;;;;;;
B6;;;over de brug;;;B6;;;;;over de brug;;;;;;;;;;;;
B3;;;OVERSTEEK- PLAATS CAMPING;;;B3;;;;;OVERSTEEK- PLAATS CAMPING;;;;;;;;;;;;
B6;;;oversteek verkeersbrigadieres;;;B6;;;;;oversteek verkeersbrigadieres;;;;;;;;;;;;
B6;;;Oversteekplaats voetgangers;;;B6;;;;;Oversteekplaats voetgangers;;;;;;;;;;;;
B1;;;overstekende eenden;;;B1;;;;;overstekende eenden;;;;;;;;;;;;
B4;;;overstekende fietsers;;;B4;;;;;overstekende fietsers;;;;;;;;;;;;
B4;;;OVERSTEKENDE FIETSERS;;;B4;;;;;OVERSTEKENDE FIETSERS;;;;;;;;;;;;
B5;;;overstekende fietsers;;;B5;;;;;overstekende fietsers;;;;;;;;;;;;
B6;;;overstekende fietsers;;;B6;;;;;overstekende fietsers;;;;;;;;;;;;
B6;;;OVERWEG 1 2 3 1;;;B6;;;Vrije tekst;Omschrijving;OVERWEG 1 2 3 1;;;;;;;;;;;;
B5;;;Overweg 1304;;;B5;;;Vrije tekst;Omschrijving;Overweg 1304;;;;;;;;;;;;
B3;;;OVERWEG 48;;;B3;;;;;OVERWEG 48;;;;;;;;;;;;
B1;;;OVERWHERE;;;B1;;;;;OVERWHERE;;;;;;;;;;;;
B3;;;P;;;B3;;;;;P;;;;;;;;;;;;
B3;;;P Carpool;;;B3;;;;;P Carpool;;;;;;;;;;;;
B4;;;P2;;;B4;;;;;P2;;;;;;;;;;;;
B5;;;P8;;;B5;;;;;P8;;;;;;;;;;;;
B6;;;Paal in wegdek;;;B6;;;;;Paal in wegdek;;;;;;;;;;;;
B4;;;paddentrek;;;B4;;;;;paddentrek;;;;;;;;;;;;
B3;;;Panorama Mesdag bereikbaar;;;B3;;;;;Panorama Mesdag bereikbaar;;;;;;;;;;;;
B3;;;"Parkeerautomat;8626";;;B3;;;;;"Parkeerautomat;8626";;;;;;;;;;;;
B6;;;PARKEERPLAATS VOL ?? PROBER P-TERREIN ONDERNEMERS CENTRUM AAN DE UITTERWEERT;;;B6;;;;;PARKEERPLAATS VOL ?? PROBER P-TERREIN ONDERNEMERS CENTRUM AAN DE UITTERWEERT;;;;;;;;;;;;
B4;;;Parkeerterrein Parking bay Geef voorrang!! Give way!!;;;B4;;;;;Parkeerterrein Parking bay Geef voorrang!! Give way!!;;;;;;;;;;;;
B6;;;parkeervergunning niet geldig op ma t/m zo van 11-17 h;;;B6;;;Vrije tekst;Omschrijving;parkeervergunning niet geldig op ma t/m zo van 11-17 h;;;;;;;;;;;;
B6;;;PARKEREN ALLEEN VOOR VRACHTWAGENS;;;B6;;;;;PARKEREN ALLEEN VOOR VRACHTWAGENS;;;;;;;;;;;;
B1;;;parkeren auto's kerk rechtdoor;;;B1;;;;;parkeren auto's kerk rechtdoor;;;;;;;;;;;;
B5;;;PARKEREN BEZOEKERS ORTHODONTIST EN METROREIZIGERS APOTHEEK;;;B5;;;;;PARKEREN BEZOEKERS ORTHODONTIST EN METROREIZIGERS APOTHEEK;;;;;;;;;;;;
B1;;;PARKEREN KERK;;;B1;;;;;PARKEREN KERK;;;;;;;;;;;;
B6;;;parkeren MH17;;;B6;;;Vrije tekst;Omschrijving;parkeren MH17;;;;;;;;;;;;
B6;;;parkeren N H 17;;;B6;;;Vrije tekst;Omschrijving;parkeren N H 17;;;;;;;;;;;;
B1;;;Parkeren P2/P3;;;B1;;;;;Parkeren P2/P3;;;;;;;;;;;;
B3;;;Parkeren Talenten Campus;;;B3;;;;;Parkeren Talenten Campus;;;;;;;;;;;;
B6;;;pas op;;;B6;;;;;pas op;;;;;;;;;;;;
B6;;;Pas op ! (brom(fietsers;;;B6;;;;;Pas op ! (brom(fietsers;;;;;;;;;;;;
B6;;;Pas op ! Fietsers;;;B6;;;;;Pas op ! Fietsers;;;;;;;;;;;;
B7;;;Pas op ! Fietsers;;;B7;;;;;Pas op ! Fietsers;;;;;;;;;;;;
B6;;;Pas op ! voorrang gewijzigd;;;B6;;;;;Pas op ! voorrang gewijzigd;;;;;;;;;;;;
B6;;;pas op auto s;;;B6;;;;;pas op auto s;;;;;;;;;;;;
B6;;;Pas op busbaan;;;B6;;;;;Pas op busbaan;;;;;;;;;;;;
B6;;;Pas op Busbaan;;;B6;;;;;Pas op Busbaan;;;;;;;;;;;;
B6;;;pas op fietsers;;;B6;;;;;pas op fietsers;;;;;;;;;;;;
B7;;;pas op fietsers;;;B7;;;;;pas op fietsers;;;;;;;;;;;;
B6;;;PAS OP fietsers uit 2 richtingen;;;B6;;;;;PAS OP fietsers uit 2 richtingen;;;;;;;;;;;;
B6;;;Pas op Fietsers voorrang;;;B6;;;;;Pas op Fietsers voorrang;;;;;;;;;;;;
B6;;;Pas Op fietsers voorrang;;;B6;;;;;Pas Op fietsers voorrang;;;;;;;;;;;;
B5;;;pas op ganzen;;;B5;;;;;pas op ganzen;;;;;;;;;;;;
B1;;;PAS OP KINDEREN;;;B1;;;;;PAS OP KINDEREN;;;;;;;;;;;;
B1;;;pas op overstekende fietsers;;;B1;;;;;pas op overstekende fietsers;;;;;;;;;;;;
B3;;;pas op overstekende fietsers;;;B3;;;;;pas op overstekende fietsers;;;;;;;;;;;;
B6;;;Pas op overstekende fietsers;;;B6;;;;;Pas op overstekende fietsers;;;;;;;;;;;;
B5;;;Pas op Veerooster;;;B5;;;;;Pas op Veerooster;;;;;;;;;;;;
B6;;;pas op veerooster;;;B6;;;;;pas op veerooster;;;;;;;;;;;;
B6;;;PAS OP VEEROOSTER;;;B6;;;;;PAS OP VEEROOSTER;;;;;;;;;;;;
B7;;;pas op verkeer uit P-garage;;;B7;;;;;pas op verkeer uit P-garage;;;;;;;;;;;;
B6;;;pas op! brommers op de rijbaan;;;B6;;;;;pas op! brommers op de rijbaan;;;;;;;;;;;;
B6;;;pas op! busbaan;;;B6;;;;;pas op! busbaan;;;;;;;;;;;;
B6;;;Pas op! Fietsers;;;B6;;;;;Pas op! Fietsers;;;;;;;;;;;;
B7;;;Pas op! Fietsers;;;B7;;;;;Pas op! Fietsers;;;;;;;;;;;;
B7;;;PAS OP! fietspad;;;B7;;;;;PAS OP! fietspad;;;;;;;;;;;;
B7;;;PAS OP! onleesbaar;;;B7;;;;;PAS OP! onleesbaar;;;;;;;;;;;;
B4;;;pas op! overstekende brom/fietsers;;;B4;;;;;pas op! overstekende brom/fietsers;;;;;;;;;;;;
B5;;;pas op! overstekende brom/fietsers;;;B5;;;;;pas op! overstekende brom/fietsers;;;;;;;;;;;;
B6;;;pas op! slecht wegdek;;;B6;;;;;pas op! slecht wegdek;;;;;;;;;;;;
B7;;;"pas op!! fietsers;pas op !! fietsers";;;B7;;;;;"pas op!! fietsers;pas op !! fietsers";;;;;;;;;;;;
B5;;;pas op!!! bij vorst ijsvorming;;;B5;;;;;pas op!!! bij vorst ijsvorming;;;;;;;;;;;;
B1;;;PAS OP!OVERSTEKENDE GANZEN;;;B1;;;;;PAS OP!OVERSTEKENDE GANZEN;;;;;;;;;;;;
B1;;;Pen Caravans;;;B1;;;;;Pen Caravans;;;;;;;;;;;;
B1;;;PLATTEGROND 150 m;;;B1;;;vrije tekst;omschrijving;Plattegrond;;;;;;;;;;;;
B1;;;PLATTEGROND 150 m;;;B1;;;Werkingslengte;Werkingslengte;150;;;;;;;;;;;;
B3;;;Poli St. Antonius;;;B3;;;;;Poli St. Antonius;;;;;;;;;;;;
B7;;;pont weg motor af!;;;B7;;;;;pont weg motor af!;;;;;;;;;;;;
B3;;;Poort;;;B3;;;;;Poort;;;;;;;;;;;;
B6;;;Poort;;;B6;;;;;Poort;;;;;;;;;;;;
B6;;;PURMEREND HOORN;;;B6;;;;;PURMEREND HOORN;;;;;;;;;;;;
B1;;;R.K. Basisschool Swentibold;;;B1;;;;;R.K. Basisschool Swentibold;;;;;;;;;;;;
B4;;;RADARCONTROLE !!;;;B4;;;;;RADARCONTROLE !!;;;;;;;;;;;;
B3;;;rechts fietsen;;;B3;;;;;rechts fietsen;;;;;;;;;;;;
B4;;;Rechts heeft voorrang;;;B4;;;;;Rechts heeft voorrang;;;;;;;;;;;;
B6;;;rechtsaf op rijbaan;;;B6;;;;;rechtsaf op rijbaan;;;;;;;;;;;;
B6;;;rechtsaf voor fietsers vrij;;;B6;;;;;rechtsaf voor fietsers vrij;;;;;;;;;;;;
B6;;;rechtsaf vrij;;;B6;;;;;rechtsaf vrij;;;;;;;;;;;;
B6;;;Rechys voorrang;;;B6;;;;;Rechys voorrang;;;;;;;;;;;;
B3;;;Recreatiegebied snelheid minderen a.u.b.;;;B3;;;;;Recreatiegebied snelheid minderen a.u.b.;;;;;;;;;;;;
B1;;;Recreatieoord De Warande;;;B1;;;;;Recreatieoord De Warande;;;;;;;;;;;;
B7;;;Registatie verplicht Registration required;;;B7;;;;;Registatie verplicht Registration required;;;;;;;;;;;;
B1;;;Restaurant As;;;B1;;;;;Restaurant As;;;;;;;;;;;;
B3;;;richting Draaiomsdreef via rijbaan richting t Spiker Zutphen oversteken;;;B3;;;;;richting Draaiomsdreef via rijbaan richting t Spiker Zutphen oversteken;;;;;;;;;;;;
B6;;;Richting Voorthuizen oversteken;;;B6;;;;;Richting Voorthuizen oversteken;;;;;;;;;;;;
B3;;;richting Warnsveld over Draaiomsdreef rijbaan;;;B3;;;;;richting Warnsveld over Draaiomsdreef rijbaan;;;;;;;;;;;;
B1;;;Rijbaan en trottoir;;;B1;;;;;Rijbaan en trottoir;;;;;;;;;;;;
B6;;;Rijpelplein;;;B6;;;;;Rijpelplein;;;;;;;;;;;;
B6;;;Rondweg oversteken levensgevaarlijk! Voetgangers/fietsers naar bos Wulven via de Binnenweg;;;B6;;;;;Rondweg oversteken levensgevaarlijk! Voetgangers/fietsers naar bos Wulven via de Binnenweg;;;;;;;;;;;;
B6;;;Roombeek;;;B6;;;;;Roombeek;;;;;;;;;;;;
B6;;;ROTONDE GLAD BIJ VORST;;;B6;;;;;ROTONDE GLAD BIJ VORST;;;;;;;;;;;;
B6;;;rotonde glad bij vorst;;;B6;;;;;rotonde glad bij vorst;;;;;;;;;;;;
B6;;;ROTONDE VRIJ LATEN;;;B6;;;;;ROTONDE VRIJ LATEN;;;;;;;;;;;;
B6;;;ROTONDE VRIJHOUDEN;;;B6;;;;;ROTONDE VRIJHOUDEN;;;;;;;;;;;;
B6;;;Rotterdam Schiedam-Centrum;;;B6;;;;;Rotterdam Schiedam-Centrum;;;;;;;;;;;;
B3;;;route;;;B3;;;;;route;;;;;;;;;;;;
B5;;;ROUTE VERKEERSEXAMEN;;;B5;;;;;ROUTE VERKEERSEXAMEN;;;;;;;;;;;;
B6;;;ROUTE VERKEERSEXAMEN;;;B6;;;;;ROUTE VERKEERSEXAMEN;;;;;;;;;;;;
B6;;;ruiters toegestaan;;;B6;;;;;ruiters toegestaan;;;;;;;;;;;;
B6;;;Sangershoeve;;;B6;;;;;Sangershoeve;;;;;;;;;;;;
B5;;;Schietbaan Arnhemse Heide;;;B5;;;;;Schietbaan Arnhemse Heide;;;;;;;;;;;;
B6;;;SCHOOL !;;;B6;;;;;SCHOOL !;;;;;;;;;;;;
B1;;;SCHOOL ROUTE;;;B1;;;;;SCHOOL ROUTE;;;;;;;;;;;;
B6;;;SCHOOL ROUTE;;;B6;;;;;SCHOOL ROUTE;;;;;;;;;;;;
B1;;;School- verkeer Brask̫rf;;;B1;;;;;School- verkeer Brask̫rf;;;;;;;;;;;;
B1;;;Schoolroute sws De Dobbe;;;B1;;;;;Schoolroute sws De Dobbe;;;;;;;;;;;;
B6;;;Schoolroute sws De Dobbe;;;B6;;;;;Schoolroute sws De Dobbe;;;;;;;;;;;;
B1;;;Schoolverkeer Brask̫rf;;;B1;;;;;Schoolverkeer Brask̫rf;;;;;;;;;;;;
B3;;;SCHOOLZONE;;;B3;;;;;SCHOOLZONE;;;;;;;;;;;;
B3;;;schoolzone;;;B3;;;;;schoolzone;;;;;;;;;;;;
B6;;;SCHOOLZONE;;;B6;;;;;SCHOOLZONE;;;;;;;;;;;;
B1;;;Sfeerhaven;;;B1;;;;;Sfeerhaven;;;;;;;;;;;;
B5;;;Shopcentre Zijlkwartier de Splinterlaan;;;B5;;;;;Shopcentre Zijlkwartier de Splinterlaan;;;;;;;;;;;;
B4;;;Shree Raam Mandir;;;B4;;;;;Shree Raam Mandir;;;;;;;;;;;;
B4;;;Singel;;;B4;;;;;Singel;;;;;;;;;;;;
B1;;;Sint Pieter op de Berg;;;B1;;;;;Sint Pieter op de Berg;;;;;;;;;;;;
B6;;;situatie gewijigd;;;B6;;;;;situatie gewijigd;;;;;;;;;;;;
B2;;;situatie gewijzigd;;;B2;;;;;situatie gewijzigd;;;;;;;;;;;;
B2;;;SITUATIE GEWIJZIGD;;;B2;;;;;SITUATIE GEWIJZIGD;;;;;;;;;;;;
B3;;;situatie gewijzigd;;;B3;;;;;situatie gewijzigd;;;;;;;;;;;;
B4;;;Situatie gewijzigd;;;B4;;;;;Situatie gewijzigd;;;;;;;;;;;;
B4;;;situatie gewijzigd;;;B4;;;;;situatie gewijzigd;;;;;;;;;;;;
B5;;;situatie gewijzigd;;;B5;;;;;situatie gewijzigd;;;;;;;;;;;;
B5;;;Situatie Gewijzigd;;;B5;;;;;Situatie Gewijzigd;;;;;;;;;;;;
B6;;;situatie gewijzigd;;;B6;;;;;situatie gewijzigd;;;;;;;;;;;;
B3;;;Situatie gewijzigd (Brom-)snorfietsers via Esserlaan;;;B3;;;;;Situatie gewijzigd (Brom-)snorfietsers via Esserlaan;;;;;;;;;;;;
B1;;;Slecht wegdek;;;B1;;;;;Slecht wegdek;;;;;;;;;;;;
B4;;;slecht wegdek;;;B4;;;;;slecht wegdek;;;;;;;;;;;;
B4;;;SLECHT WEGDEK;;;B4;;;;;SLECHT WEGDEK;;;;;;;;;;;;
B5;;;Slecht wegdek;;;B5;;;;;Slecht wegdek;;;;;;;;;;;;
B6;;;SLECHT WEGDEK;;;B6;;;;;SLECHT WEGDEK;;;;;;;;;;;;
B7;;;slecht wegdek;;;B7;;;;;slecht wegdek;;;;;;;;;;;;
B6;;;"Slecht Wegdek;3";0km;;B6;;;;;"Slecht Wegdek;3";;;;;;;;;;;;
B1;;;slechte berm;;;B1;;;;;slechte berm;;;;;;;;;;;;
B5;;;Slechte berm;;;B5;;;;;Slechte berm;;;;;;;;;;;;
B5;;;SLOW DOWN SPEED LIMIT 5 KM/H 5 MPH;;;B5;;;;;SLOW DOWN SPEED LIMIT 5 KM/H 5 MPH;;;;;;;;;;;;
B5;;;snorfietsen niet toegestaan;;;B5;;;;;snorfietsen niet toegestaan;;;;;;;;;;;;
B6;;;snorfietsen niet toegestaan;;;B6;;;;;snorfietsen niet toegestaan;;;;;;;;;;;;
B6;;;Snorfietsen op Coentunnelcircuit op fietspad;;;B6;;;;;Snorfietsen op Coentunnelcircuit op fietspad;;;;;;;;;;;;
B6;;;Snorfietsen op Kattenburgerstraat op fietspad;;;B6;;;;;Snorfietsen op Kattenburgerstraat op fietspad;;;;;;;;;;;;
B6;;;Snorfietsen op Mauritskade op fietspad;;;B6;;;;;Snorfietsen op Mauritskade op fietspad;;;;;;;;;;;;
B6;;;Snorfietsen op Meester Visserplein op fietspad;;;B6;;;;;Snorfietsen op Meester Visserplein op fietspad;;;;;;;;;;;;
B6;;;"Snorfietsen op Nassaukade op fietspad;";;;B6;;;;;"Snorfietsen op Nassaukade op fietspad;";;;;;;;;;;;;
B6;;;Snorfietsen op Stadhouderskade op fietspad;;;B6;;;;;Snorfietsen op Stadhouderskade op fietspad;;;;;;;;;;;;
B6;;;Snorfietsen op Weesperstraat op fietspad;;;B6;;;;;Snorfietsen op Weesperstraat op fietspad;;;;;;;;;;;;
B6;;;Snorfietsen op Westerdoksdijk op fietspad;;;B6;;;;;Snorfietsen op Westerdoksdijk op fietspad;;;;;;;;;;;;
B6;;;Snorfietsen op Wibautstraat op fietspad;;;B6;;;;;Snorfietsen op Wibautstraat op fietspad;;;;;;;;;;;;
B4;;;SOOHETBAAN onleesbaar;;;B4;;;;;SOOHETBAAN onleesbaar;;;;;;;;;;;;
B1;;;Spechtenkamp;;;B1;;;;;Spechtenkamp;;;;;;;;;;;;
B6;;;Speed-pedelec toegestaangygy;;;B6;;;;;Speed-pedelec toegestaangygy;;;;;;;;;;;;
