rvvCode; blackCode; zoneCode; textSigns;;;naam;blackCode;Zonebord;Soort onderbord;
C1;;;Ingang Karwei Welkoop;;;C1;;;Vrije tekst;
C6;;;uitgezonderd BESTEMMINGSVERKEER BROMMOBIEL LANDBOUWVERKEER;;;C6;;;;
C1;;;"uitgezonderd fietsers en ontheffingshouders;afsluitboom sluit automatisch na elk voertuig";;;C1;;;Uitgezonderd;
C6;;;UITGEZONDERD TER BEREIKINGAANLIGGENDE PERCELEN;;;C6;;;;
C2;;;m.u.v. aanliggende percelen;;;C2;;;;
C20;4.8;;NA 350;;;C20;;;;
C1;;;uitgezonderd bevoorradingsverkeer;;;C1;;;Uitgezonderd;
C12;;;uitgezonderd landbouwverkeer en lijnbussen;;;C12;;;;
C2;;;"uitgezonderd;donderdag 18.00 - 21.00 u zaterdag 09.00 - 18.00 u";;;C2;;;Uitgezonderd;
C2;;;GEEN UITRIT;;;C2;;;;
C19;3;;LADEN - LOSSEN TOEGESTAAN;;;C19;;;;
C7;;;"250 m;";;;C7;;;;
C12;;;550m;;;C12;;;;
C4;R;;cameratoezicht;;;C4;;;;
C11;;;fietsers afstappen;;;C11;;;;
C1;;;uitgezonderd brandweer en politie EN 3D- aangifteloket (max. 1/2 h );;;C1;;;Uitgezonderd;
C12;;;"uitgezonderd bestemmingsverkeer;ma t/m vr 7.00-9.00 h 16.00-18.00 h;400 m";;;C12;;;;
C21;35;;uitgezonderd bestemmingsverkeer;;;C21;;;Uitgezonderd;
C12;;;uitgezonderd laden/lossen;;;C12;;;Uitgezonderd;
C2;;;M.U.V. ONTHEFFINGHOUDERS;;;C2;;;;
C1;;;Uitgezonderd nooddiensten;;;C1;;;Uitgezonderd;
C12;;;UITGEZONDERD LANDBOUWVDERTUIGEN;;;C12;;;;
C2;;;"uitgezonderd;uitgezonderd buurtbus";;;C2;;;Uitgezonderd;
C1;;;";Onrechtmatig parkeren is wielklem riskeren!";;;C1;;;vrije tekst;
C7;;;parkeren alleen in de vakken;;;C7;;;vrije tekst;
C2;;;"uitgezonderd;UITGEZONDERD BEDIENEND VERKEER 07:00-11:00 UUR";;;C2;;;Uitgezonderd;
C17;12;;"uitgezonderd verkeer Nijverheidsweg;Purmerend"; Baanstee en golfhotel rechtdoor;;C17;;;;
C1;;;"uitgezonderd;uitgezonderd laden/lossen";;;C1;;;Uitgezonderd;
C1;;;"23.00 - 06.00 h;uitgezonderd";;;C1;;;Uitgezonderd;
C1;;;fietsen toegestaan Ma t/m zo 18-09 h Vr 21-09 h;;;C1;;;"Dagaanduiding;tijdstipaanduiding;uitgezonderd";
C1;;;"uitgezonderd lijnbussen;Taxi ontheffing niet geldig";;;C1;;;Uitgezonderd;
C9;;;Landbouw- verkeer Toegestaan;;;C9;;;;
C12;;;UITZONDERING BEWONERS EN DIENSTEN;;;C12;;;;
C17;10;;110 m;;;C17;;;;
C1;;;uitgezonderd vergunninghouders garage boxen;;;C1;;;Uitgezonderd;
C1;;;ma t/m za 07;00-11;00 h en 17;C1;"30 h koopavonden 17.00-18.00 h;uitgezonderd";;"Dagaanduiding;tijdstipaanduiding";
C12;;;na 75 m;;;C12;;;Lengte na;
C12;;;"na 250 m;Camping bereikbaar";;;C12;;;;
C2;;;UITGEZONDERD FIETSERS;;;C2;;;Uitgezonderd;
C4;L;;FIETSEN EN BROMFIETSEN UITGEZONDERD;;;C4;;;;
C7;;;UITGEZONDERD BESTEMMINGSVERKEER DAHLIASTRAAT;;;C7;;;;
C6;;;behalve naar laad- losplaats;;;C6;;;;
C12;;;"uitgezonderd bestemmingsverkeer;ma t/m vr 7.00-9.00 h 16.00-18.00 h;1";0km;;C12;;;;
C3;;;Parkeren uitsluitend in de vakken voor bezoekers Centrum Acute Zorg;;;C3;;;vrije tekst;
C1;;;";na 62 meter";;;C1;;;Lengte na;
C7;;;uitgezonderd tussen 10-15 h;;;C7;;;;
C1;;;m.u.v. direct laden en lossen en huurders parkeerplaatsen;;;C1;;;vrije tekst;
C3;;;BEHALVE VOOR FIETSERS;;;C3;;;;
C18;ZE;;;;;C18;;;;
C1;;;"wegsleepregeling van kracht;do 15 h-vr 15 h i.v.m.markt";;;C1;;;"Dagaanduiding;tijdstipaanduiding, wegsleepregeling";
C20;4.8;;"Bij gesloten slagboom parkeren uitsluitend voor personeel Stadhuis;Parkeren in de vakken";;;C20;;;vrije tekst;
C1;;;gemarkeerde weggedeelte vrijhouden;;;C1;;;vrije tekst;
C6;;;uitgezonderd aanliggende percelen 06-09 h 16-19 h;;;C6;;;;
C16;;;EIGEN WEG BOUWVERKEER;;;C16;;;eigen weg;
C18;2.5;;brug;;;C18;;;;
C3;;;"wegsleepregeling van kracht;verboden toegang prive terrein";;;C3;;;verboden toegang;
C13;;;uitgezonderd leveranciers Boshuis Venkraal en Vissers Kolkven;;;C13;;;;
C2;;;fietsen toegestaan brom - snorfietsen verboden;;;C2;;;;
C1;;;Eigen weg Waterschap;;;C1;;;eigen weg;
C6;;;"ma t/m vr 06-09 h 15- 19 h;uitgezonderd";;;C6;;;;
C1;;;geldt voor uitgezonderd lijnbussen;;;C1;;;Uitgezonderd;
C6;;;"200 m;;";;;C6;;;;
C2;;;"50m;uitgezonderd;uitgezonderd exploitatie aanliggende percelen MARKTSTRAAT tijdens markten en evenementen";;;C2;;;Uitgezonderd;
C2;;;"ma t/m vr 08-16 h;uitgezonderd";;;C2;;;Uitgezonderd;
C18;2.6;;uitgezonderd;;;C18;;;Uitgezonderd;
C3;;;"uitgezonderd;uitgezonderd ontheffings-houders";;;C3;;;;
C6;;;"Uitgezonderd bewoners en bedieningsverkeer;;Hoogheemraadschap ";;;C6;;;;
C1;;;uitgezonderd verkeer met aantoonbare bestemming;;;C1;;;Uitgezonderd;
C12;;;"200 m;uitgezonderd ontheffinghouders en lijnbussen";;;C12;;;;
C14;;;na 60 m;;;C14;;;Lengte na;
C2;;;"uitgezonderd;Prive parkeren";;;C2;;;Uitgezonderd;
C6;;;uitgezonderd gehandlespten en trouwstoet;;;C6;;;;
C7;;;verboden te verblijven/ parkeren vanaf 22.00 uur tot 06.00 uur;;;C7;;;vrije tekst;
C12;;;uitgezonderd lanbouw-en bestemmingsverkeer;;;C12;;;;
C12;;;brommobielen en (fig. tractor) toegestaan;;;C12;;;;
C17;10;;1.4 km;;;C17;;;;
C1;;;"fietsstraat toegestaan;1-3";;;C1;;;Uitgezonderd;
C12;;;UITGEZONDERD Brommobiel;;;C12;;;;
C3;;;na 40 m;;;C3;;;Lengte na;
C7(Zone);;;Uitgezonderd bestemmingsverkeer kern Lage Zwaluwe;;;C7(Zone);;;;
C1;;;";parkeren verboden op dinsdag van 0.00 - 16.00 uur";;;C1;;;vrije tekst;
C20;7.5;;950 m;;;C20;;;;
C1;;;Uitgezonderd fietsers aantoonbaar bestemmings-verkeer en ruiters op gemarkeerde route;;;C1;;;Uitgezonderd;
C1;;;uitgezonderd lijndiensten;;;C1;;;Uitgezonderd;
C15;;;uitgezonderd fietsverkeer infocentrum;;;C15;;;;
C15;;;"Betreden kasteelterrein op eigen risico;PAS OP VALGEVAAR";;;C15;;;;
C20;1;;Max.1 vrachtauto op binnenplaats;;;C20;;;;
C19;3.8;;Het is verboden zonder redelijk doel of op voor ander hinderlijke wijze zich hier op te houden deze ruimte te verontreinigen dan wel te gebruiken voor een enader doel dan waarvoor bestemd. (Artikel 2:50 APV);;;C19;;;;
C4;R;;"wegsleepregeling van kracht;Exit";;;C4;;;;
C7;;;na 350m;;;C7;;;Lengte na;
C1;;;Doodlopende Weg;;;C1;;;vrije tekst;
C2;;;na 130 m;;;C2;;;Lengte na;
C19;3.25;;;;;C19;;;;
C1;;;"uitgezonderd;Laden / lossen toegestaan ma. di. wo. vr. 6-12 h en 18-19 h do. 1apr. t/m 15 okt: 5-9.30 h wo 21-22 h 16 okt. t/m 31 mrt: 5-12 hen 21-22 h za 5-12 h en 17-18 h koopzondag 17-18 h";;;C1;;;Uitgezonderd;
C2;;;";30 m";;;C2;;;;
C19;3.6;;na 350 m;;;C19;;;;
C6;;;"400 m;uitgezonderd";;;C6;;;;
C1;;;pas op! onleesbaar;;;C1;;;vrije tekst;
C7;;;2;1 km.;;C7;;;;
C3;;;Toegang alleen voor schooltaxi's;;;C3;;;;
C7;;;Geldt niet voor laden / lossen Havenkade;;;C7;;;;
C6;;;"ma. t/m vr. 16.00-19.00 h;Uitgezonderd aanwonenden";;;C6;;;;
C20;1;;na 250m;;;C20;;;Lengte na;
C2;;;"na 10 m;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C1;;;uitsluitend openbaar vervoer;;;C1;;;uitsluitend;
C7;;;bestemmings verkeer toegestaan;;;C7;;;;
C3;;;Verboden te parkeren langer dan 5 meter;;;C3;;;vrije tekst;
C1;;;"uitgezonderd bewoners en laden/ lossen;uitgezonderd in-en uitstappen";;;C1;;;Uitgezonderd;
C19;3.7;;"PARKEREN OP EIGEN RISICO;POORT SLUIT AUTOMATISCH";;;C19;;;vrije tekst;
C2;;;FIETSERS EN BROMFIETSERS TOEGESTAAN;;;C2;;;;
C12;;;bestemmings- en landbouwverkeer toegestaan;;;C12;;;;
C12;;;";uitgezonderd landbouwverkeer";;;C12;;;;
C15;;;NA 75 m;;;C15;;;Lengte na;
C7;;;Asdruk boven 1000 kg onleesbaar ingang Broekheurnerrweg;;;C7;;;;
C6;;;"Inrit vrijlaten;onleesbaar";;;C6;;;;
C17;12;;"uitgezonderd;200 m";;;C17;;;;
C14;;;fietsers via verplicht fietspad;;;C14;;;;
C2;;;Uitgezonderd fietsers;;;C2;;;Uitgezonderd;
C13;;;Geldt ook voor elektrische voertuigen;;;C13;;;;
C1;;;"wegsleepregeling van kracht;Uitsluitend parkeren bewoners / onleesbaar Parkeren in de vakken";;;C1;;;vrije tekst;
C6;;;Zon/Feestdagen 13.00-17.00h. M.U.V. ontheffing- houders;;;C6;;;;
C9;;;125 m;;;C9;;;;
C1;;;uitgezonderd personeel;;;C1;;;Uitgezonderd;
C18;2.0;;na 500 m;;;C18;;;;
C1;;;"uitgezonderd;na 1m";;;C1;;;Uitgezonderd, lengte na;
C12;;;"uitgezonderd;na 300 m";;;C12;;;;
C7;;;uitgezonderd van 7h- 19 h;;;C7;;;;
C7;;;NA 750 M;;;C7;;;;
C7;;;Voor 07.00 uur linksaf verboden;;;C7;;;;
C12;;;UITGEZONDERD ER (onleesbaar);;;C12;;;;
C3;;;"uitgezonderd;uitgezonderd op dinsdag tot 14.00 h";;;C3;;;;
C12;;;"na 450 m;uitgezonderd";;;C12;;;;
C1;;;Geldt niet voor verkeer ten behoeve van aanliggende percelen;;;C1;;;Uitgezonderd;
C7;;;na 25m;;;C7;;;Lengte na;
C7(Zone);;;ma t/m vr 06:0 - 18:00h;;;C7(Zone);;;;
C3;;;uitgezonderd parkeerstroken;;;C3;;;vrije tekst;
C12;;;"uitgezonderd ontheffinghouders en lijnbussen;cameratoezicht";;;C12;;;;
C20;4.8;;0;9 km;;C20;;;;
C6;;;m.u.v. aanwonenden;;;C6;;;;
C1;;;van 01 april tot 01 oktober;;;C1;;;Datumaanduiding;
C20;;;uitgezonderd bestemmingsverkeer;;;C20;;;Uitgezonderd;
C1;;;Tijdens Schoolspits;;;C1;;;"Dagaanduiding;tijdstipaanduiding";
C12;;;uitgezonderd landbouwvoertuigen en bestemmings- verkeer;;;C12;;;;
C21;15;;Openingstijden: 1 april - 1 oktober open 07.00 uur dicht-22.00 uur 1 oktober - 1 april open 07.00 uur dicht 17.00 uur;;;C21;;;;
C2;;;"50 m;uitgezonderd;uitgezonderd politie";;;C2;;;Uitgezonderd;
C1;;;m.u.v. exemenvoertuigen CBR;;;C1;;;Uitgezonderd;
C1;;;uitgezonderd bijzonder transport;;;C1;;;Uitgezonderd;
C17;19;;;;;C17;;;;
C1;;;"na 25 m;uitgezonderd";;;C1;;;Uitgezonderd, lengte na;
C7;;;uitgezonderd bestemmingsverkeer t.b.v. nrs. 41 t/m 81;;;C7;;;;
C1;;;vr 8-13 h uitgezonderd aanwonenden;;;C1;;;Uitgezonderd;
C22;;;Let op! slagboom slagboom sluit na elk voertuig;;;C22;;;;
C21;;;NA 400M;;;C21;;;;
C1;;;toegang uitsluited voor bewomers;;;C1;;;Priveweg, niet-openbaar;
C12;;;"uitgezonderd bestemmingsverkeer;70 m";;;C12;;;;
C19;2.3;;180 m;;;C19;;;;
C3;;;EIGEN TERREIN uitsluitend toegang bezoekers ''Hof van Hoorn'';;;C3;;;uitsluitend;
C12;;;VERBODEN POIN EN VUIL TE STORTEN;;;C12;;;;
C4;Unknown;;uitgezonderd;;;C4;;;Uitgezonderd;
C1;;;pas op slagboom sluit automatisch;;;C1;;;Uitgezonderd;
C6;;;Uitgezonderd bezoekers cafetaria; leveranciers en minder validen;;C6;;;;
C21;4.8;;600 m;;;C21;;;;
C1;;;uitgezonderd bestemmings-verkeer en evenementen;;;C1;;;Uitgezonderd;
C2;;;"uitgezonderd;Uitgezonderd Aanwonenden";;;C2;;;Uitgezonderd;
C1;;;uitsluitend rouwstoeten en mindervaliden;;;C1;;;uitsluitend;
C1;;;uitgezonderd onderhoudsdiensten;;;C1;;;Uitgezonderd;
C7;;;EINDE INDUSTRIETERREIN;;;C7;;;;
C1;;;23.30-06.00 h;;;C1;;;Tijdstipaanduiding;
C7;;;80m;;;C7;;;;
C7;;;uitgezonders laden en lossen;;;C7;;;;
C2;;;na 140 mtr;;;C2;;;Lengte na;
C19;3.05;;;;;C19;;;;
C2;;;na 30 m;;;C2;;;Lengte na;
C22a(Zone);;;";uitgezonderd;toegestaan 4 en hoger";;;C22a(Zone);;;;
C1;;;uitgezonderd bestemmingsverkeer en (brom)fietsers;;;C1;;;Uitgezonderd;
C12;;;UITGEZONDERD ONTHEFFING- HOUDERS;;;C12;;;Uitgezonderd;
C7;;;UITRIT VRIJLATEN;;;C7;;;;
C7(Zone);;;"uitgezonderd bestemmingsverkeer;na 600 m";;;C7(Zone);;;;
C12;;;"uitgezonderd vr -za - zo 12.00 - 24.00 h;OB54";;;C12;;;;
C9;;;PARKEERTERREIN VOOR RESTAURANTBEZOEKERS VERBODEN VOOR CARPOOLERS;;;C9;;;vrije tekst;
C1;;;uitgezonderd bewoners prins frederiklaan 202-486;;;C1;;;Uitgezonderd;
C12;;;"uitgezonderd tractoren en brommobielen;uitgezonderd";;;C12;;;;
C21;50;;2;4t;;C21;;;;
C17;8;;500 m;;;C17;;;;
C7;;;Parkeren uitsluitend in de vakken;;;C7;;;vrije tekst;
C1;;;"bussluis;uitgezonderd";;;C1;;;Uitgezonderd;
C7;;;na 1200 m;;;C7;;;;
C7;;;8.00-8.30 14.15-14.45 t.b.v. bouwverkeer;;;C7;;;;
C12;;;"uitgezonderd;geldt op werkdagen van 07.00-09.00 en van 14.00-18.00 uur";;;C12;;;;
C4;R;;7911;;;C4;;;;
C2;;;na 70m;;;C2;;;Lengte na;
C7(Zone);;;Uitgezonderd aanwonenden en exploitatie aanliggende percelen;;;C7(Zone);;;Uitgezonderd;
C13;;;Tussen 1 mei em 1 oktober fietsers niet toegestaan;;;C13;;;;
C7;;;Na 50 m;;;C7;;;Lengte na;
C6;;;ma. t/m vr. 07.00-09.00 h;;;C6;;;;
C1;;;17-9 h;;;C1;;;Tijdstipaanduiding;
C17;11;;ZET JE FIETS IN DE STALLING OF IN DE REKKEN (onleesbaar);;;C17;;;;
C7;;;uitgezonderd vuilophaaldienst;;;C7;;;;
C9;;;uitgezonderd landbouwverkeer ma t/m vr 09-19 h18-07 h;;;C9;;;;
C2;;;UITGEZONDERD BRANDWEER;;;C2;;;Uitgezonderd;
C3;;;BEHALVE (BROM) FIETSEN;;;C3;;;;
C12;;;uitgezonderd aanwonenden;;;C12;;;Uitgezonderd;
C2;;;UITGEZONDERD EXPEDITIEVERKEER;;;C2;;;Uitgezonderd;
C12;;;"na 600 m;M.U.V. Agrarisch Verkeer en Ontheffinghouders";;;C12;;;;
C2;;;uitgezonderd na 20 m;;;C2;;;"Uitgezonderd; lengte na; ";
C7;;;uitgezonderd verkeer met aantoonbare bestemming voor kerkdijk 1;;;C7;;;;
C1;;;uitgezonderd t.b.v. aanwonenden huisnr. 14;;;C1;;;Uitgezonderd;
C7;;;"uitgezonderd bestemmingsverkeer;na 80m";;;C7;;;;
C2;;;";uitgezonderd aanwonenden;landbouw- verkeer toegestaan";;;C2;;;Uitgezonderd;
C12;;;op werkdagen van 06.00-09.00 h. en van 15;00-19;00h. m.u.v. bestemmingsverkeer;C12;;;;
C12;;;"Let op! obstakels op de weg;bestemmingsverkeer uitgezonderd";;;C12;;;;
C18;2.3;;Uitgezonderd de tijd van 0-10 min en van 30-40 mi;n na het hele uur;;C18;;;;
C1;;;"na 60 mtr;uitgezonderd";;;C1;;;Uitgezonderd, lengte na;
C12;;;Honden aan de lijn!;;;C12;;;;
C2;;;BEHALVE VOOR FLATBEWONERS;;;C2;;;;
C18;2.3;;50m;;;C18;;;;
C12;;;"MA. T/M VRIJ. 07.00-9.30 U 16.00-18.30 U;M. U . V . BESTEMMINGS- VERKEER";;;C12;;;;
C1;;;"20-06 h;uitgezonderd";;;C1;;;Uitgezonderd;
C1;;;"uitgezonderd;alleen tijdens buurt afsluiting";;;C1;;;Uitgezonderd;
C19;3.7;;"na 180m;uitsluitend bedienend verkeer";;;C19;;;uitsluitend;
C12;;;"MA. T/M VRIJ. 7.00 - 9.30 u 16.00 - 18.30 u;M.U.V. BESTEMMINGS- VERKEER";;;C12;;;;
C19;3.7;;NA 900 M;;;C19;;;;
C2;;;na 110 m;;;C2;;;Lengte na;
C7;;;3 km;;;C7;;;;
C7;;;uitgezonderd leveranciers aanliggende bedrijven;;;C7;;;;
C12;;;uitgezonderd bezorgend verkeer;;;C12;;;Uitgezonderd;
C21;30;;75 m;;;C21;;;;
C22;;;"8 km;";;;C22;;;;
C7;;;Ability;;;C7;;;;
C3;;;doorgaand rijverkeer gestremd;;;C3;;;afsluiting doorgaand verkeer;
C12;;;"ma t/m vr 16 -18.30 h;na 650 m;m.u.v. ontheffing houders;doorgaand verkeer niet mogelijk";;;C12;;;"afsluiting doorgaand verkeer; uitzondering; lengte na; dagaanduiding tijdstipaanduiding";
C1;;;fietsers toegestaan snorfietsers;;;C1;;;Uitgezonderd;
C2;;;Cameratoezicht gem Terneuzen;;;C2;;;;
C12;;;"uitgezonderd bestemmingsverkeer;van ma t/m vr 07.00-09.00 uur";;;C12;;;;
C3;;;parkeren op eigen risico;;;C3;;;vrije tekst;
C21;45;;bruglengte 11;05 m;;C21;;;;
C2;;;"uitgezonderd;lijnbussen;na 150 m";;;C2;;;"Uitgezonderd; lengte na; ";
C6;;;ma t/m vr 06.00-09.00h 15.00-19.00h uitgezonderd landbouw-en bestemmingsverkeer;;;C6;;;;
C1;;;uitgezonderd openbaarvervoer;;;C1;;;Uitgezonderd;
C6;;;PAS OP! onleesbaar;;;C6;;;;
C7;;;indien ontheffing;;;C7;;;;
C15;;;Matig uw snelheid!;;;C15;;;;
C7;;;Leveranciers via Hogeschoollaan;;;C7;;;;
C12;;;van maandagmorgen 7.30 uur tot vrijdagavond 23.00 uur na 500m;;;C12;;;;
C3;;;"uitgezonderd;28001";;;C3;;;;
C19;3.9;;Huisnr. 113-173 bereikbaar;;;C19;;;;
C7b;10;;1;5 km;;C7b;;;;
C1;;;"let op!Slagboom sluit na elk voertuig;Op strand rijden zonder ontheffing Ã¢Â‚Â¬ 95";"- boete;";;C1;;;Lengte na;
C1;;;uitgezonderd bouwverkeer;;;C1;;;Uitgezonderd;
C1;;;uitgezonderd bus en fietsers;;;C1;;;Uitgezonderd;
C6;;;"uitgezonderd bestemmingsverkeer;In-en uitrit vrijlaten";;;C6;;;;
C19;3.2;;na 150 m;;;C19;;;Lengte na;
C17;10;;na 1; 9 km veerpont bereikbaar;;C17;;;;
C1;;;m.u.v. Hulpdiensten;;;C1;;;Uitgezonderd;
C1;;;M.E.V. VRACHTVERKEER REDERIJ DOEKSEN;;;C1;;;Uitgezonderd;
C1;;;"MA. T/M VRIJDAG VAN 8.00-9.00 UUR 13.30-14.30 UUR;uitgezonderd";;;C1;;;"Dagaanduiding;tijdstipaanduiding; uitgezonderd";
C20;;;700 m;;;C20;;;;
C7;;;uitgezonderd aanwonend en bezorgend verkeer;;;C7;;;;
C1;;;uitgezonderd bewoners en laden/lossen;;;C1;;;Uitgezonderd;
C4;R;;OB52;;;C4;;;;
C1;;;";alleen toegang politie brandweer ziekenauto onleesbaar";;;C1;;;Uitgezonderd;
C20;5.4;;80 m;;;C20;;;;
C1;;;uitgezonderd boerderij;;;C1;;;Uitgezonderd;
C1;;;Dagkampeerterrein VOETENKOUS Inrijden alleen toegestaan voor het aan en loskoppelen van een kampeermiddel;;;C1;;;Uitgezonderd;
C1;;;m.u.v.examenvoertuigen en personeel  CBRGY;;;C1;;;Uitgezonderd;
C7;;;"uitgezonderd bestemmingsverkeer;Na 300 m";;;C7;;;;
C16;;;verboden te betreden;;;C16;;;;
C18;2.2;;350 m;;;C18;;;;
C2;;;"uitgezonderd;UITGEZONDERD BOUWVERKEER PATRIJSSTRAAT";;;C2;;;Uitgezonderd;
C3;;;wegen- verkeerswet van toepassing;;;C3;;;;
C2;;;"Na 70 m;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C1;;;"uitgezonderd bestemmingsverkeer;07.00 - 19.00 h";;;C1;;;Uitgezonderd;
C4;L;;alleen voor motorvoertuigen;;;C4;;;;
C12;;;"NA 200 M.;UITGEZONDERD LANDBOUWVOERTUIGEN;N.F.N.";;;C12;;;;
C3;;;VERBODEN TE PARKEREN OP DOORGAANDE WEG!;;;C3;;;vrije tekst;
C1;;;Uitgezonderd LPG tankwagen;;;C1;;;Uitgezonderd;
C4;R;;"ma t/m vr 06-19 h;uitgezonderd";;;C4;;;;
C1;;;UITGEZONDERD (BROM-)FIETSERS EN LANDBOUWVOERTUIGEN;;;C1;;;Uitgezonderd;
C13;;;uitgezonderd gehandicapten- voertuigen;;;C13;;;;
C2;;;uitgezonderd expeditie en medewerkers;;;C2;;;Uitgezonderd;
C1;;;uitgezonderd geldtransport;;;C1;;;Uitgezonderd;
C7;;;Langer dan 8 meter;;;C7;;;;
C20;5.3;;uitgezonderd;;;C20;;;Uitgezonderd;
C2;;;WAAR VERKEER;;;C2;;;;
C1;;;ma 22:00-di. 20:00h vr 22:00 za 20:00h;;;C1;;;"Dagaanduiding;tijdstipaanduiding";
C14;;;na 100 meter;;;C14;;;Lengte na;
C12;;;"uitgezonderd bestemmingsverkeer;OP WERKDAGEN VAN 7.00 UUR TOT 9.00 UUR EN VAN 16.00 UUR TOT 19.00 UUR";;;C12;;;;
C12;;;"toegestaan: ma-vr 05. 7.00 h ma vr 09.00-11.00 h;;na 50m";;;C12;;;;
C12;;;3;;;C12;;;;
C2;;;inrit vrijhuden;;;C2;;;inrit;
C2;;;"wegsleepregeling van kracht;PARKEREN VERBODEN VOOR ONBEVOEGDEN";;;C2;;;vrije tekst;
C12;;;"uitgezonderd bestemmingsverkeer;van zonsondergang tot zonsopgang uitgezonderd bestemmings- verkeer";;;C12;;;Uitgezonderd, Zonsopkomst tot zonsondergang;
C1;;;met uitzondering van ontheffinghouders Brandweer & Openbare Werken;;;C1;;;Uitgezonderd;
C19;1.9;;100m;;;C19;;;;
C1;;;uitgezondering voor markt verkoop dagen;;;C1;;;Uitgezonderd;
C2;;;parkeren verboden;;;C2;;;vrije tekst;
C12;;;900m;;;C12;;;;
C19;4.4;;;;;C19;;;;
C4;R;;uitgezonderd lijndiensten en bromfietsen;;;C4;;;;
C19;2.1;;PARKEREN OP EIGEN RISICO;;;C19;;;vrije tekst;
C17;;;max.8 m  ma t/m  vrij  tussen 18:00 - 08:00 h  za-zo  tussen 00:00-24:00 h;;;C17;;;;
C3;;;"na 40 m;uitgezonderd";;;C3;;;Lengte na;
C7;;;Na 150 m;;;C7;;;Lengte na;
C4;R;;"ma t/m vrij 8.00 tot 9.00 h;uitgezonderd";;;C4;;;;
C1;;;woensdag 4.00-14.00 h;;;C1;;;"Dagaanduiding;tijdstipaanduiding";
C1;;;uitgezonderd expeditie- verkeer;;;C1;;;Uitgezonderd;
C12;;;"ma t/m vr 16 -18.30 h;na 150 m;m.u.v. ontheffing- houders;doorgaand verkeer niet mogelijk";;;C12;;;"afsluiting doorgaand verkeer; uitzondering; lengte na; dagaanduiding tijdstipaanduiding";
C2;;;"VAN MAANDAG T/M VRIJDAG 06.30 U. TOT 09.30 U. M.U.V. (BROM-)FIETSERS;uitgezonderd";;;C2;;;Uitgezonderd;
C7;;;UITGEZONDERD BESTEMMINGSVERKEER;;;C7;;;Uitgezonderd;
C1;;;UITGEZONDERD BEZOEKERS TANKSTATION EN GARAGEHOUDERS;;;C1;;;Uitgezonderd;
C18;4.3;;;;;C18;;;;
C22b(Zone);;;32240;;;C22b(Zone);;;;
C7;;;8.00-8.30 14.15-14.45 t.b.v. bouvwerkeer;;;C7;;;;
C1;;;"uitgezonderd lijnbussen;uitgezonderd bestemmingsverkeer";;;C1;;;Uitgezonderd;
C6;;;uitgezonderd fietsers en bestemmingsverkeer;;;C6;;;Uitgezonderd;
C17;11;;na 50 m;;;C17;;;Lengte na;
C12;;;"150m;uitgezonderd";;;C12;;;;
C3;;;UITGEZONDERD (BROM-) FIETSERS;;;C3;;;;
C12;;;tussen zons- ondergang en zonsopgang;;;C12;;;;Zonsopkomst tot zonsondergang
C2;;;Verboden voor vrachtwagens;;;C2;;;;
C18;2.18;;;;;C18;;;;
C1;;;"uitgezonderd bestemmingsverkeer;uitgezonderd (brom-) fietsers";;;C1;;;Uitgezonderd;
C12;;;uitgezonderd brandweer;;;C12;;;Uitgezonderd;
C4;R;;ALLEEN OP ZATERDAG TOT 18.00 UUR;;;C4;;;;
C7(Zone);;;23-07 h;;;C7(Zone);;;;
C1;;;CADO 29;"300;uitgezonderd hulpdiensten;uitgezonderd hulpdiensten";;C1;;;"Uitgezonderd; vrije tekst";
C15;;;";ma t/m do 18-12 uur vr 21-12 uur za koopzondag 18-12 uur zondag politÃ„Â±e en handhaving;Cameratoezicht";;;C15;;;;
C17;10;;150 mtr.;;;C17;;;;
C1;;;uitgezonderd laden en lossen tussen 07.00 en 11.00 h;;;C1;;;Uitgezonderd;
C12;;;verboden toegang art. 461 w.v.s. m.u.v. fietsers en voetgangers;;;C12;;;verboden toegang;
C9;;;op rechter rijstrook;;;C9;;;;
C1;;;Uitgezonderd verkeer t.b.v. Smurfit Kappa MNL;;;C1;;;Uitgezonderd;
C12;;;Zaterdag 8.00 t/m 17.00 h;;;C12;;;;
C1;;;NA 100 m;;;C1;;;Lengte na;
C1;;;di 6-17h i.v.m. weekmarkt;;;C1;;;"Dagaanduiding;tijdstipaanduiding;vrije tekst";
C3;;;"uitgezonderd;uitgezonderd hulpdiensten";;;C3;;;Uitgezonderd;
C12;;;"na 50 m;uitgezonderd";;;C12;;;Uitgezonderd, lengte na;
C2;;;M.U.V omwonende;;;C2;;;;
C2;;;"uitgezonderd;tijdens schooldagen van 8.00 t/m 16.00h";;;C2;;;Uitgezonderd;
C1;;;ontheffinghouders uitgezonderd;;;C1;;;Uitgezonderd;
C12;;;"ma t/m vr 06.30-09.00 h;1";"5 km;uitgezonderd";;C12;;;;
C2;;;m.u.v. fietsers;;;C2;;;;
C2;;;"uitgezonderd;Na 6 meter";;;C2;;;"Uitgezonderd; lengte na; ";
C19;180;;;;;C19;;;;
C2;;;";Doorgaand rijverkeer gestremd";;;C2;;;afsluiting doorgaand verkeer;
C2;;;"Eigen Terrein VvE Flatgebouw ""Camelot""";;;C2;;;;
C2;;;"na 50m;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
